"","GSPC","ADBE","AKAM","ALXN","AMGN","AMAT","BMRN","CHRW","CELG","CERN","CTAS","CSCO","CTXS","CME","CTSH","XRAY","DISH","DLTR","EBAY","EQIX","ESRX","FAST","FISV","GILD","HSIC","HOLX","ILMN","INTU","ISRG","KLAC","LRCX","LLTC","MXIM","MCHP","NFLX","NVDA","ORLY","PAYX","QCOM","REGN","ROST","SBAC","SBUX","SYMC","TROW","AMTD","PCLN","ULTA","VRSK","VRTX","XLNX"
"37",19.9491,37.830002,40.709999,93.989998,79.148972,11.932254,54.889999,60.454842,49.48,41.275002,39.693077,18.280313,73.160004,48.604092,39.09,40.911602,37.259998,39.990002,23.556396,196.425507,53.419998,45.264477,40.154999,38.348698,86.339996,23.84,50.630001,59.845047,574.380005,39.122375,39.833195,33.246181,27.710487,29.517231,23.605715,11.501416,92.650002,29.026558,59.811409,173.940002,28.756832,69.650002,26.538023,16.057854,63.537952,17.801495,685.469971,97.82,55.16,44.779999,33.081028
"38",20.4111,39.310001,36.959999,86.739998,85.251015,12.754307,57.970001,52.438747,51.634998,43.73,41.233467,18.538034,70.900002,50.141876,38.384998,40.57851,34.799999,45.189999,23.026094,192.887787,56.93,47.041164,41.119999,41.527412,89.220001,21.82,50.130001,61.850113,509.890015,39.29314,40.956345,34.726009,27.691975,32.491482,26.868572,11.949529,101.790001,29.435507,59.467148,167,28.017435,71.120003,26.034939,17.289669,63.342205,17.452625,689.109985,88.559998,58.470001,46.82,33.989388
"39",20.7532,43.52,35.32,92.139999,95.456924,12.540339,62.259998,54.682705,57.955002,47.369999,41.449493,18.57358,72.150002,51.983597,38.310001,41.640743,37.900002,48.43,22.819866,197.227875,57.619999,46.767826,43.93,47.573769,92.550003,22.6,54,62.991756,491.190002,37.843689,40.143028,34.834953,28.970066,32.758755,27.040001,12.109988,102.440002,31.1691,60.868782,176.399994,29.283051,72,27.031719,18.204309,66.954865,18.930729,688.159973,81.169998,61.619999,54.970001,34.810165
"40",20.8012,45.080002,43.91,98,97.039955,13.498541,65.599998,54.618328,59.035,48.384998,42.144547,18.741642,62.16,51.518021,32.400002,41.552441,39.189999,47.560001,22.049664,195.212845,59.369999,44.870239,45.555,49.226311,90.400002,20.370001,64.690002,57.367683,492.290009,38.927189,44.751827,33.137238,27.452333,32.446934,30.867144,12.997236,107.32,32.369278,56.013096,215.139999,31.915724,78.989998,28.878136,17.924017,64.835419,18.363476,695.98999,87.650002,61.290001,76.82,34.573051
"41",21.3802,42.91,46.119999,97.580002,94.026596,14.235921,62.700001,52.144459,61.825001,49.080002,42.877171,21.608433,64.379997,57.502781,32.325001,40.973549,38.540001,48.040001,22.76936,184.763794,62.119999,47.733521,43.580002,52.959114,96.290001,20.75,70.32,56.213402,497.529999,40.688538,45.294037,34.306271,26.374491,32.808571,32.32143,13.72733,108.849998,33.098274,57.722588,241.880005,31.07037,75.269997,30.070917,16.515173,67.884918,21.61928,803.929993,90.760002,58.82,80.330002,37.313789
"42",20.7752,45.560001,42.549999,92.239998,92.277573,13.97368,55.740002,52.108589,58.490002,48.044998,42.773849,21.805525,60.360001,64.712097,31.32,40.251637,42.52,50.84,21.767677,168.424637,61.740002,41.888039,43.705002,49.838726,95.739998,19.299999,74.839996,58.714344,506.130005,40.283749,42.931545,33.675541,24.845146,33.501076,30.155714,13.319399,112.620003,32.458179,55.857327,224.880005,31.390896,74.120003,31.19965,16.693546,65.792732,22.403257,826.669983,100.120003,59.700001,80.059998,36.359146
"43",20.8149,47.279999,47.200001,116.190002,101.284592,15.284883,64.650002,55.171619,73.43,49,44.624187,23.086609,72.019997,63.101753,36.195,42.138432,44.650002,53.650002,21.755051,163.528366,65.550003,45.093655,48.119999,59.685932,103.830002,22.700001,79.82,61.652172,388,42.379978,47.656536,37.06686,25.58746,35.740479,34.925713,13.698869,125.300003,35.378326,59.030102,270.059998,32.688961,74.089996,33.952419,19.812449,67.626297,25.014744,875.669983,100.900002,64.360001,79.800003,42.858074
"44",19.2507,45.75,45.98,107.760002,102.338486,14.148962,65.470001,52.626804,69.989998,46.060001,44.859001,21.029655,70.769997,60.588249,36.650002,41.263824,44.959999,52.700001,21.039562,158.413269,63.880001,40.45829,48.134998,58.587479,101.050003,21.34,77.839996,61.276009,386.519989,40.169071,45.187531,35.2649,25.134729,35.219635,40.558571,14.063511,122.709999,34.696598,60.922409,242.309998,32.57756,75,33.681316,19.128056,63.042381,23.75614,938.530029,99.239998,62.18,75.150002,40.071842
"45",17.7303,51.939999,51.700001,116.160004,105.137901,16.524405,72.169998,55.481865,77.07,52.549999,48.090054,21.137917,70.610001,63.336853,41.060001,42.720543,45.009998,57.16,23.484848,167.44902,61.799999,46.234104,50.525002,61.114891,103.769997,20.65,80.830002,63.957378,376.269989,44.320724,49.573639,36.488544,26.922329,36.562717,44.172855,14.835813,127.589996,36.45475,61.878345,312.869995,35.349052,80.459999,36.761929,18.485722,64.99408,24.228117,1010.950012,119.459999,64.959999,75.82,43.237354
"46",17.4352,54.220001,44.759998,122.949997,109.10218,16.835474,62.880001,55.621529,74.245003,56.029999,50.503948,20.50178,56.779999,63.619762,43.465,46.361778,48.23,58.400002,22.184343,147.025085,62.52,46.060192,52.365002,69.192909,112.43,22.379999,93.510002,69.07457,371.5,47.780434,52.54612,37.868595,26.81399,38.98571,46.068573,14.483032,123.809998,38.226086,63.872936,287.600006,37.558369,87.389999,38.710594,16.999395,69.945663,25.227596,1053.829956,128.850006,68.519997,71.349998,41.926853
"47",17.09,56.779999,44.720001,124.5,107.613937,16.404436,70.43,54.60667,80.885002,57.470001,52.881104,19.311295,59.32,70.255211,46.945,46.804634,54.16,55.650002,21.262627,146.523605,67.349998,43.009846,54.945,72.721573,114,22.389999,98,71.802338,376.899994,46.850143,50.454735,39.398449,25.943621,39.608631,52.257141,14.954504,124.959999,39.54641,67.955269,293.859985,37.126217,85.169998,39.031715,16.906199,72.701561,27.210621,1192.329956,126.940002,65.110001,69.419998,41.231609
"48",16.7625,59.880001,47.18,132.880005,107.613937,16.764765,70.349998,54.662235,84.485001,55.740002,56.778107,20.38364,63.25,69.83242,50.490002,47.771618,57.919998,56.419998,23.093435,161.795975,70.239998,43.915703,59.049999,73.003471,114.260002,22.35,110.589996,73.823982,384.079987,47.282925,52.720406,42.176247,25.415276,40.944473,52.595715,15.357125,128.710007,41.174206,68.574051,275.23999,36.469242,89.839996,37.560719,17.725574,76.060066,28.969194,1162.400024,96.519997,65.720001,74.300003,42.614349
"49",17.5769,59.189999,47.68,158.729996,112.207901,15.949284,68.879997,54.840229,75.964996,56.889999,54.377018,20.063143,54.07,66.539284,48.455002,45.465809,56.380001,50.52,22.390572,168.862289,74.690002,40.83643,56.049999,78.398544,114.889999,21.360001,152,71.029518,407.579987,45.089691,49.00238,41.241058,27.565098,41.045116,58.475716,15.050365,130.979996,38.136791,68.546349,288.589996,33.052536,92.75,34.077286,16.094341,71.220627,29.545931,1144.890015,85.709999,63.860001,79.040001,43.078354
"50",17.8637,68.629997,61.130001,176.800003,117.586769,18.074286,81,48.582409,80.375,61.369999,57.797615,19.962414,60.049999,65.702644,52.029999,44.716915,58.84,54.77,24.734848,173.202393,75.309998,43.866859,58.049999,80.478798,119.040001,21.780001,171.490005,75.780983,444.829987,48.128574,50.086803,43.634266,30.044975,42.004162,63.66143,17.699028,150.850006,38.082073,69.534554,332.5,35.432552,95.169998,34.12928,16.265747,73.699364,31.728893,1348.839966,89.690002,63.720001,80.860001,48.71278
"51",18.0609,65.739998,58.209999,152.130005,116.942047,19.466084,68.209999,49.410336,69.800003,56.25,56.797165,20.530153,57.439999,66.288338,50.599998,45.433102,62.209999,52.18,23.249159,168.534058,75.089996,45.82827,56.689999,68.881844,119.370003,21.5,148.660004,75.373718,437.98999,51.076126,53.252934,45.357647,30.42157,44.042126,50.290001,17.246443,148.389999,38.848095,73.171799,300.279999,34.930992,90.959999,35.293213,15.122297,75.1707,32.222435,1191.890015,97.440002,59.959999,70.720001,50.644493
"52",18.8196,61.689999,53.07,158.199997,105.953247,18.169615,58.23,55.550083,73.504997,51.299999,56.14925,21.342863,59.310001,63.03751,47.91,44.041691,56.860001,52.07,21.813972,171.24205,66.580002,46.784813,60.779999,76.298836,114.230003,20.99,135.850006,73.640816,361.700012,47.271645,55.780025,41.454414,29.796972,43.839252,46.005714,17.785694,148.789993,38.127674,73.032616,296.890015,33.227638,89.760002,33.965752,15.357046,74.969879,30.390965,1157.75,87.709999,60.09,67.699997,44.037472
"53",18.9295,64.540001,54.34,166.320007,110.577019,19.342966,57.959999,56.455482,76.514999,54.049999,59.188721,22.737398,61.970001,64.47934,48.610001,46.666626,58.66,53.029999,21.351009,181.216965,71.470001,45.542324,60.110001,78.942909,119.650002,24.440001,158.25,77.082253,369.73999,48.750175,60.069309,43.258465,31.705357,44.233963,59.689999,18.380327,147.949997,37.81654,74.64711,306.959991,33.408222,101.5,35.355495,16.651945,74.422188,28.904762,1278.630005,84.900002,59.189999,72.260002,43.822838
"54",18.9204,72.360001,61.060001,156.25,112.845955,21.603956,62.209999,60.516632,85.879997,51.580002,60.541718,22.94981,62.549999,63.971561,48.91,46.790764,65.080002,54.459999,21.069023,191.55658,69.330002,46.233635,60.32,80.595451,118.660004,25.35,178.539993,78.28772,411.799988,54.047813,65.615036,44.111263,31.298048,45.358398,62.942856,17.935331,150.600006,38.230488,73.87294,282.470001,32.370144,102.300003,37.354019,17.463049,77.458885,29.866983,1203,91.410004,60.02,94.68,44.149456
"55",19.1917,69.25,59.02,158.990005,121.445007,20.080662,61.82,63.998306,87.150002,55.200001,59.646072,23.478622,67.730003,66.66748,49.049999,45.871746,61.869999,54.470001,22.234848,195.595795,69.650002,41.673061,61.669998,88.994255,116.25,26.07,159.910004,79.874481,457.549988,53.192158,67.964668,41.365437,27.132378,41.836407,60.388573,16.929249,150,38.070061,68.761528,316.220001,31.523321,106.93,37.49884,18.042608,71.264748,30.716286,1242.449951,92.330002,60.040001,88.910004,38.382313
"56",19.1935,71.900002,60.419998,169.289993,133.515152,22.2411,71.220001,64.757256,95.019997,57.66,63.019028,23.255281,70.260002,69.020767,45.73,47.146511,64.809998,53.630001,23.358585,199.005859,73.93,42.537331,64.470001,104.557304,119.690002,24.870001,179.360001,81.053543,470.01001,57.252846,69.819138,42.533699,28.85733,45.723091,68.234283,18.898886,155.979996,38.664185,71.374123,350.459991,36.91753,110.290001,37.687984,18.630936,74.329697,31.663021,1244.310059,97.309998,64.190002,93.57,39.705959
"57",18.6976,69.190002,59.799999,165.820007,134.549698,20.797499,72.160004,63.240543,94.779999,59.57,67.259041,23.601301,71.339996,72.541336,44.77,45.126492,64.580002,56.07,23.834175,193.735748,70.629997,42.180351,64.639999,103.478294,116.470001,24.33,163.919998,85.409271,461.820007,59.020927,72.709862,41.85482,28.250103,44.224892,64.454285,17.927221,150.360001,41.03138,70.126717,360.519989,37.093758,110.900002,36.54974,18.040087,72.340836,31.911657,1158.579956,118.169998,60.889999,112.309998,39.799938
"58",18.423,70.120003,60.299999,191.360001,155.355743,21.259451,82.5,65.996353,107.089996,63.34,69.783997,22.944927,64.230003,76.034134,48.849998,50.242805,63.650002,60.57,22.095959,197.946655,76.82,41.61673,69.480003,108.87336,120.029999,26.190001,192.580002,86.020836,495.799988,59.298126,75.785675,40.393345,27.409327,40.367039,56.110001,18.986336,175.880005,43.937916,73.634468,393.720001,39.616409,112.330002,36.598175,19.045298,75.745651,32.265491,1206.209961,120.809998,62.349998,112.639999,41.801682
"59",18.537,73.68,64.610001,194.899994,158.959137,23.24918,89.720001,70.31601,113.690002,64.400002,71.397713,25.91736,66.309998,76.787125,53.990002,54.409088,79.410004,68.360001,23.097643,215.258698,83.150002,42.712902,71.489998,97.519424,137.199997,26.799999,190.889999,91.74839,517.77002,65.114914,80.438324,43.673927,27.890081,42.622833,49.512856,20.462046,182.740005,44.377857,68.772522,416.109985,44.897289,121.669998,39.49728,20.139172,77.019005,33.244221,1160.189941,126.489998,61.98,117.879997,42.984123
"60",18.6183,72.699997,62.959999,185.029999,153.17041,24.09021,90.400002,71.792519,111.860001,64.660004,76.560997,26.086142,63.799999,82.635788,52.66,52.78125,72.889999,70.379997,23.619528,214.841766,84.669998,44.943043,70.970001,91.628601,136.149994,26.74,184.580002,90.106361,528.940002,65.940094,77.391487,43.265938,30.059416,42.585068,48.80143,19.564329,192.619995,43.217159,70.121559,410.25,46.363926,110.760002,39.905827,19.807249,79.640411,34.368046,1140.209961,127.839996,64.050003,118.800003,40.950325
"61",18.9043,70.129997,58.16,183.240005,146.410492,22.079472,97.160004,68.274315,119.160004,66.349998,76.814766,24.896545,59.259998,79.513062,54.130001,49.570976,70.349998,71.099998,22.306396,205.489288,80.709999,42.217293,72.529999,101.903519,138.070007,30.370001,195.190002,85.099319,494.480011,57.641323,74.562714,42.639721,31.210106,42.575626,63.114285,18.734921,187.360001,42.711571,58.923618,416.660004,45.10965,116.699997,42.571075,19.120249,73.017624,31.111824,1009.47998,131.940002,64.349998,110.139999,36.494884
"62",19.525,79.099998,69.510002,180.369995,152.463654,24.316612,107.07,71.226929,121.529999,72.059998,81.480263,27.861094,63.68,89.421898,62.490002,52.523636,75.040001,79.68,24.372896,212.425461,84.790001,39.507397,78.07,100.639809,140.050003,32.380001,195.460007,95.695076,500,61.393887,80.434868,46.015968,32.707947,48.743431,67.844284,21.608526,208.130005,47.033691,68.40461,413.839996,52.045055,124.709999,45.635746,19.53653,76.616562,35.000805,1237.47998,140.759995,71.809998,119.43,40.383602
"63",20.1382,73.940002,71.050003,173.300003,154.522675,21.899513,124.620003,70.550629,115.279999,73.260002,79.674576,26.190645,63.869999,88.742958,62.389999,50.493294,70.059998,81.150002,24.276094,222.235565,86.769997,39.402802,79.400002,95.390556,139.619995,33.029999,185.639999,95.038361,505.029999,55.09005,68.669159,44.688675,33.097782,46.490223,59.527142,20.501654,216.240005,46.826077,65.795189,451.480011,51.939827,117.099998,46.226391,18.14661,75.595177,35.956158,1164.150024,150.850006,71.400002,117.970001,40.316883
"64",20.4883,76.059998,73.779999,169.229996,152.647324,19.210611,112.050003,62.042542,108.059998,71.809998,78.034821,27.427399,67.160004,85.182373,58.540001,50.60244,67.660004,76.410004,24.520203,244.263443,86.400002,40.796318,77.599998,97.704124,137.100006,33.740002,184.25,98.594772,495.980011,55.572052,73.88974,44.048904,31.215174,45.311329,79.5,21.745663,217.830002,45.665333,64.523697,457.459991,48.74535,115.82,48.403477,19.357937,77.673592,35.125656,1237.810059,151.089996,75.040001,123.279999,41.32719
"65",20.2691,79.089996,76.269997,163.839996,151.796921,19.63792,125.57,59.479515,114.440002,67.290001,84.02774,27.884047,65.010002,88.265083,64.720001,51.634331,70.790001,74.989998,25.824915,257.472351,87.139999,39.733814,80.150002,109.135818,141.669998,35.77,206.080002,102.348701,487.75,56.867756,80.410568,45.991249,33.61895,47.052803,89.151428,21.777433,219.529999,46.992332,66.117813,512.559998,47.655876,111.809998,50.888386,19.124989,77.204758,35.997746,1172.040039,152.619995,72.580002,128.289993,45.516079
"66",19.8307,81.010002,69.82,180.770004,149.135178,18.750166,136.779999,60.488354,115.739998,69.059998,82.563667,26.12405,70.160004,87.653679,61.09,51.218567,67.709999,78.989998,25.353535,243.958572,88.940002,40.375145,82.830002,114.223846,142.119995,38.060001,218.360001,99.027153,484.5,53.579224,79.817665,42.511868,33.149227,45.424679,93.848572,19.789616,225.979996,44.586128,59.840439,510.130005,48.042381,114.970001,52.514153,18.166975,74.866211,35.677979,1151.369995,154.449997,72.760002,123.480003,42.386967
"67",20.0542,81.989998,76.709999,197.440002,171.546249,16.935635,146.270004,68.011833,131.25,71.720001,83.451874,27.245707,75.610001,90.460556,63.099998,56.544106,64.610001,78.029999,28.120001,267.883789,90.07,40.34848,86.860001,114.984818,147.979996,41.66,219.300003,104.192154,533.169983,50.56712,75.422058,39.407341,32.631569,41.028744,114.309998,19.632166,240.309998,44.53001,61.522045,553.659973,52.539249,120.720001,56.735264,17.768475,74.288307,35.734631,1243.569946,166.029999,78.110001,135,40.07373
"68",19.5332,78.57,71.309998,172.190002,148.130753,15.789394,129.240005,65.374733,118.080002,61.759998,82.954086,24.810658,68.110001,88.953514,62.939999,52.073036,59.27,76.260002,27.110001,260.729187,83.599998,37.148365,85.269997,102.506821,136.809998,38.810001,197.610001,84.47081,510.950012,48.235485,71.399284,38.993504,32.565662,40.703117,115.029999,22.214933,240.070007,42.860134,54.515388,513.5,48.052261,118.199997,53.729404,16.125727,69.231735,32.553246,1248.640015,158.089996,73.080002,127.519997,40.507809
"69",19.8806,82.220001,69.059998,156.389999,134.99437,14.415549,105.32,66.094612,108.169998,59.959999,83.695885,25.165369,69.279999,87.82737,62.610001,50.314816,58.34,66.660004,24.440001,264.237549,80.959999,35.288052,86.610001,96.171875,132.720001,39.130001,175.820007,87.426056,459.579987,48.129601,64.368568,39.061264,32.304523,41.600159,103.260002,24.359346,250,45.710442,51.769382,465.140015,48.023392,104.739998,55.821228,15.322982,67.433861,30.977146,1236.859985,163.350006,73.910004,104.139999,41.00098
"70",20.9458,88.660004,60.82,176,154.376862,16.45669,117.040001,67.654831,122.709999,66.290001,90.860054,27.880989,82.099998,89.465729,68.110001,60.542938,62.970001,65.489998,27.9,288.902313,86.379997,38.022358,96.510002,105.90757,151.710007,38.860001,143.279999,96.294693,496.600006,64.609177,75.462852,43.001274,39.635906,46.620369,108.379997,28.035484,276.26001,49.902458,57.251755,557.390015,50.113949,119.019997,61.448528,16.212299,73.371925,33.535877,1454.23999,173.960007,71.610001,124.739998,46.04874
"71",20.8872,91.459999,57.610001,178.440002,158.022537,18.523743,95.370003,65.753319,109.449997,59.599998,90.422737,26.334728,76.669998,92.47728,64.580002,60.353897,62.709999,75.459999,29.59,288.72702,85.480003,39.401108,96.239998,103.782173,156.479996,40.349998,183.899994,99.032417,520.02002,64.484718,77.049164,44.55854,37.787952,46.976696,123.330002,31.465012,263.869995,52.485619,47.473751,544.5,51.530769,105.160004,60.484886,15.525881,73.886162,35.805439,1248.849976,167,74.949997,129.360001,48.364429
"72",20.4966,93.940002,52.630001,190.75,159.229034,18.425055,104.760002,60.9104,119.760002,60.169998,89.889626,26.247751,75.650002,88.958351,60.02,60.616627,57.18,77.220001,27.48,296.133911,87.410004,39.634132,91.459999,99.538101,158.190002,38.689999,191.949997,95.375534,546.159973,67.278694,78.554581,41.391102,37.037457,45.283669,114.379997,32.695042,253.419998,51.169849,48.641376,542.869995,53.430599,105.07,59.144936,16.651865,69.877922,33.928658,1274.949951,185,76.879997,125.830002,45.716991
