"","GSPC","ABT","AA","HON","SHW","CMI","EMR","SLB","CSX","CLX","GIS","NEM","LLY","MCD","BAX","BDX","GPC","JNJ","HPQ","TGNA","BCR","JPM","WMB","INTC","TGT","AET","AXP","BAC","CI","DUK","IFF","LNC","TAP","DIS","WFC","TXT","WBA","VFC","FDX","PCAR","AIG","FLR","ADM","ADP","GWW","MAS","AAPL","BF-B","OXY","R","MAT","SNA","SWK","WMT","T","VZ","CAG","LB","BLL","HAS","HES","LMT","LOW","PHM","DOV","PH","APD","CNP","NOC","NUE","PKI","TJX","HRB","MDT","SYY","GPS","ITW","JWN","AVY","CA","MMC","NKE","C","HD","PNC","STI","STJ","ADSK","ECL","NWL","ORCL","TMK","AEE","MRO","IPG","AMGN","PX","CSCO","COST","MU","CBS","EMN","KEY","MSFT","LUV","UNH","UNM","YUM","INTU","MON","SYMC","ETFC"
"21",17.0253,21.326517,33.989384,38.374599,69.668297,79.834198,43.842777,55.347141,16.074701,55.524052,30.109367,56.756699,29.045763,61.508678,22.45542,65.786095,37.431564,51.33556,16.568954,10.236151,78.230347,32.365726,11.680292,15.693561,45.717537,29.35413,38.373409,12.526999,35.650078,40.407631,43.281506,21.907074,40.74007,30.339033,21.582449,20.227545,29.437338,17.879107,82.418251,40.352234,31.031231,46.081406,27.708881,31.518478,107.271034,8.624949,37.111473,18.498978,62.796638,37.456718,17.750557,41.708473,53.268425,45.84351,20.504908,24.280674,18.16836,18.16856,27.966057,37.125027,55.233765,56.886154,19.92597,8.322326,38.150928,62.440556,65.49749,12.135439,46.870026,31.270029,21.979288,20.793236,10.503876,29.556168,23.439745,16.079157,40.773136,30.501947,31.465191,17.668114,20.659344,18.542559,38.610657,27.638313,45.042709,23.734943,35.196949,31.969999,47.19511,15.818621,24.991621,22.203138,21.674215,17.163172,8.806783,49.561462,79.178772,18.740816,54.488201,7.21,14.797855,32.580502,7.078486,20.780369,12.606906,32.006348,19.657572,40.456429,41.336971,42.899483,11.160098,14.57
"22",17.5706,21.124641,36.880302,41.143089,67.656319,77.648407,45.707718,62.78545,17.855934,55.799461,31.184454,54.994629,27.988255,64.199837,23.970963,67.046776,40.176601,52.810341,16.55714,9.918103,80.02401,32.04134,13.147205,16.388327,44.434296,27.729021,38.031834,10.949169,35.03233,41.548443,44.744442,22.429028,40.748695,33.116295,22.390072,20.483341,29.771254,18.369005,84.558235,42.958576,33.340717,44.834705,28.924183,33.363243,111.702011,8.404973,39.364975,18.249886,63.061291,38.314972,17.652197,45.734943,53.868217,46.400276,20.744305,24.555679,18.814611,19.939281,30.584461,38.787502,58.886742,56.894135,19.174553,7.457792,38.80127,68.224731,67.197807,12.783896,48.872231,31.286402,22.342367,21.380272,9.554877,31.215755,24.212303,16.489326,39.61116,31.576073,30.812492,19.408155,21.58474,18.843349,41.17812,26.957825,46.857777,22.981453,34.266476,36.200001,45.874313,15.676511,27.396797,23.932926,22.116858,18.443924,9.087757,51.432045,80.126175,19.562332,53.206242,8.26,15.796198,34.592567,7.291907,22.630152,13.272459,32.863251,19.980631,43.759014,45.271576,53.490456,11.941969,14.3
"23",17.6875,19.14472,36.935928,43.687046,69.10714,85.843689,46.129143,69.670692,17.744503,51.825165,29.332981,53.160271,27.135487,65.143311,22.850779,69.186378,40.411652,51.434715,16.513817,10.972686,81.689568,31.845499,13.941782,17.431015,48.939217,27.541178,39.646305,10.47104,36.676338,40.582047,46.849644,21.879295,41.344456,33.464596,23.423218,21.99844,30.776451,18.289562,87.958954,45.242809,32.769299,53.803513,25.291088,33.423237,113.00222,8.602088,40.695103,19.633406,70.712379,37.99271,19.55134,47.761204,51.747215,46.331753,20.213331,24.200346,17.969669,22.946575,31.355114,39.969997,65.44529,54.898884,20.396549,5.947233,40.246212,71.759293,68.186356,12.209472,48.050205,30.89348,22.19945,21.317726,10.211877,29.709459,23.850681,18.527723,41.302094,35.254211,31.988823,19.148821,21.671148,19.928507,41.474361,26.560095,46.814308,21.474236,34.615402,35.290001,44.46981,14.938382,25.224075,24.012308,21.918432,17.484591,9.35117,47.385109,80.749016,16.396076,57.308811,7.27,15.712226,34.257954,6.704916,21.565428,12.848048,33.291706,19.151817,44.218151,42.356003,53.940563,12.391912,14.75
"24",17.5628,19.720997,43.293518,46.719036,78.033211,97.237068,47.888195,75.219849,18.853355,53.057697,29.548847,55.643539,28.247995,63.862072,23.975422,75.416946,43.447899,51.68541,16.61195,12.662864,88.351814,36.119946,15.189549,17.323925,51.680984,28.368713,39.371109,12.768161,36.526882,41.183262,49.831051,25.480036,43.548336,34.75724,26.67716,23.277851,34.40604,19.15873,89.783386,48.419899,45.729401,61.780098,26.242012,34.976299,124.923843,9.981892,42.187412,21.299809,79.000008,46.391468,19.879671,51.054771,58.461506,46.450184,21.369833,27.05056,18.889904,22.912479,32.387913,39.567448,71.606476,56.407719,22.535042,7.144279,42.919006,77.188423,72.315353,12.279777,50.465179,36.1651,24.60042,20.747507,9.775599,32.863819,24.162991,19.204296,46.600403,34.90826,36.079029,20.479633,23.623972,19.834389,46.708031,30.824129,52.78672,27.127768,38.247829,38.200001,47.062946,16.194382,29.187193,24.960768,21.801102,19.344309,9.324828,49.372608,84.150154,17.311722,61.207943,8.02,17.823898,37.231609,7.88028,23.827835,12.524908,33.026447,21.584784,43.308708,46.517063,62.690601,12.347656,16
"25",18.3668,18.76158,46.612972,49.223724,78.94632,93.586586,49.320572,80.165443,20.601246,53.189369,29.098829,49.882626,28.030331,61.291279,22.966579,74.016045,43.794872,49.947243,18.028503,12.369159,91.011833,38.309635,16.584389,17.678144,47.125698,30.628168,39.956722,13.141442,41.86742,41.345127,51.139797,26.468285,40.667671,36.017437,27.908148,25.887257,35.713047,18.389536,87.186699,47.702129,38.606514,64.512001,28.501545,36.200626,118.917809,10.563936,44.379436,20.299372,77.856483,42.372757,18.511625,51.099888,63.540932,48.293373,20.308222,27.283037,18.867081,21.801527,33.853813,37.182686,78.697891,64.226204,22.383747,7.495793,47.067722,79.970062,69.373451,12.615673,53.98637,37.889999,24.438501,22.149683,10.276281,34.160843,24.1611,16.790689,46.678944,33.919823,35.865997,19.94334,24.272619,19.151726,47.596771,32.32753,52.245441,27.973499,36.234783,40.68,46.38155,17.147516,29.91589,26.099215,21.940308,23.873484,9.386292,49.534485,82.008278,18.099009,60.894318,10.54,18.553696,41.119495,7.924801,23.674162,11.434527,37.544601,22.30739,41.497314,44.280849,66.326263,12.989381,16.559999
"26",18.8868,19.982992,47.482883,51.190647,76.848206,89.588417,50.256645,84.389603,21.865438,57.308186,31.073334,50.063786,28.249647,63.47839,25.173721,71.383766,44.59037,51.807121,17.215664,13.854465,94.301186,39.801445,18.655128,17.836121,45.374626,34.737961,40.131729,13.677437,41.91724,42.169346,51.050159,29.111441,39.925529,40.530041,27.812,26.675001,38.432926,21.268457,86.897102,42.428024,35.458672,65.975845,32.578331,37.787708,120.974579,10.778069,46.196102,21.156015,82.116531,42.384792,19.768452,52.093792,66.658707,44.770638,20.942854,28.278769,19.568365,24.021095,34.396511,37.865791,81.420319,64.473976,23.62027,6.555257,47.383072,80.043633,73.15023,12.54253,52.31274,39.581882,25.317448,23.379246,12.467788,35.587181,23.041765,19.631252,47.211269,37.280506,34.234322,20.797829,26.501383,20.672625,46.214291,32.942959,53.725727,27.743549,42.83757,42.049999,45.401463,17.271839,30.728468,27.335051,21.623226,26.050951,11.590182,46.162041,87.596542,15.882628,63.569069,11.13,22.324316,41.363041,8.147517,22.826488,11.415228,38.943951,23.729553,44.665524,49.611912,64.979492,13.299178,15.98
"27",18.8238,20.377665,49.765446,52.781792,78.598152,97.119087,49.220512,84.245071,23.019331,59.261871,30.579708,49.583229,28.748264,63.822285,25.616901,71.413406,45.782616,49.96048,16.197123,12.812158,95.844582,39.298492,19.239077,16.76446,43.181446,34.803047,41.633099,12.767755,44.159847,42.544392,56.099373,27.569601,40.93829,39.927742,27.398817,26.990164,35.595238,22.047922,90.428261,44.315407,33.621632,68.804626,31.553135,39.054073,125.033997,11.039789,45.581394,20.994778,84.521431,44.839439,19.665901,54.479424,67.335579,45.145153,22.58847,29.519604,20.066868,24.66626,34.15831,39.501862,79.813683,65.483925,23.854939,7.030275,48.481918,84.980171,72.166756,13.886937,54.452686,38.281303,25.097712,23.313614,13.882444,35.079048,23.182718,19.744526,47.175209,37.160786,35.983772,20.294249,25.952898,17.639324,43.646832,32.804932,54.849007,26.520517,46.049564,44.110001,47.793655,17.084295,31.223486,27.918161,22.012157,27.999516,11.087876,48.068596,90.012657,14.727433,62.319614,11.47,23.477901,44.202873,7.91575,21.804535,12.192333,41.45919,23.479109,45.597351,50.111996,65.313927,13.675362,15.63
"28",19.1622,21.825138,47.905582,54.125427,77.007286,106.474838,51.191692,81.074364,23.045689,59.384933,32.527855,53.244282,30.252296,65.684364,27.108084,77.081993,45.833828,55.41608,15.959916,12.669147,103.151215,39.10878,20.466967,19.231775,42.395702,38.632908,45.386784,11.762042,46.70293,43.716415,57.197952,28.708601,42.562202,39.937008,25.152306,25.718996,37.883125,22.502172,92.477509,44.950176,29.804037,65.329834,32.438133,41.375553,137.675446,10.699923,45.79327,22.089092,92.448593,47.40929,21.077932,56.030533,63.863316,47.686466,23.291048,29.31016,20.856043,30.877836,35.549419,39.759987,80.516182,64.547279,23.789215,7.723803,50.17812,84.657051,76.440102,14.709398,55.23418,39.063232,27.080402,25.13726,14.338559,37.433144,24.195393,20.351524,51.293816,39.371552,35.795109,20.638361,26.5488,19.181892,45.325554,32.884598,54.588512,25.922794,48.007973,44.98,49.423618,17.02178,33.646683,28.102932,22.98455,28.382931,10.364563,51.126278,94.282944,15.045169,68.753868,11.32,23.646669,47.732162,7.728553,22.259691,11.342828,45.155663,23.77146,47.842876,52.423695,61.734436,14.494112,16.24
"29",18.3422,21.913212,47.453663,52.939255,82.553001,93.469414,46.240173,77.661827,23.333899,60.083981,33.531174,51.391045,31.857037,68.903503,28.356295,78.526047,46.772694,57.23204,14.777848,11.99615,108.011642,37.060349,19.368652,18.846945,42.975525,40.78022,47.717152,11.254397,49.754627,44.510628,57.684204,26.980387,40.728756,38.57489,24.613001,22.546,38.843536,22.303019,90.515251,42.417843,27.268541,64.386406,28.541361,41.946404,137.807388,11.361691,45.492455,22.279673,87.239311,48.977913,21.006525,55.013847,65.306526,48.211525,23.620356,28.650721,21.69199,29.977608,37.713642,38.826256,74.025055,64.065811,21.877016,8.018313,49.795742,80.07991,76.095993,15.446748,57.132992,35.220131,26.524809,24.945135,13.434625,36.491714,26.957232,16.988794,50.336613,38.971962,36.528915,19.68244,26.890741,19.678217,40.645035,32.114487,54.658562,25.876999,45.519535,42.98,51.409561,15.978538,32.01862,27.91275,23.298225,28.591089,10.523339,54.444767,93.769096,14.426873,70.310532,10.2,26.206362,47.109085,7.577527,21.61898,11.420055,44.898834,23.618847,49.341312,50.92345,64.456413,14.42035,15.81
"30",19.1622,22.06839,44.77187,52.974815,78.821953,91.915146,47.681206,78.277901,23.145582,57.49239,31.381199,49.218739,31.070545,71.252678,28.589727,77.661964,46.843891,56.577133,14.439574,12.080511,106.156372,35.08905,18.791222,18.553902,40.70224,41.162998,47.98299,10.50666,51.290447,44.700539,58.100204,26.189819,39.334343,36.174961,24.344051,23.286945,37.801891,24.456442,91.821404,43.342552,28.05311,60.507595,26.551128,40.371109,140.160873,9.59166,43.902058,23.064751,84.540718,50.625351,21.87384,56.983837,63.688896,46.395515,23.508091,28.883463,22.016132,29.806835,36.71138,37.289841,70.123398,66.590614,21.124823,7.277285,50.21793,80.882065,76.958763,15.46273,60.685753,34.606663,25.77763,24.714598,13.428381,34.546085,26.316133,15.850369,49.917728,39.063499,33.328106,19.211407,27.346666,21.046217,41.129021,32.302364,52.197964,23.733614,43.028416,38.599998,52.984871,14.15729,30.792892,27.003376,22.919527,27.804667,11.08447,52.475254,96.496025,13.40497,69.253479,7.48,26.813665,45.641895,7.452279,22.474749,11.029034,47.467831,22.873745,49.269958,48.932556,65.817398,14.545745,13.8
"31",17.789,21.718807,41.58194,47.205276,72.525215,93.149681,41.611919,81.874702,21.689053,61.526699,31.750425,50.714363,31.708017,73.077942,27.861691,75.354729,45.776123,55.105721,13.951642,10.764478,95.514977,34.882088,19.691959,18.696238,44.676155,38.871174,46.442341,9.308365,49.634953,44.154541,55.323624,24.402794,39.606888,35.785782,24.239944,22.813513,34.757088,26.312754,84.105888,36.318157,27.4599,59.450157,26.753674,39.459156,135.344421,8.463374,51.070621,22.715801,79.779007,50.153381,21.213408,51.858212,58.137657,46.020092,22.200787,27.736277,22.037819,29.349461,37.035923,33.834843,64.307915,62.281185,19.677509,6.526755,44.788761,71.2202,71.443306,15.646524,52.95018,32.650486,23.492901,26.017841,12.524224,32.530758,25.818169,16.99859,44.006065,41.743187,27.219822,18.757196,26.039049,21.085979,37.879414,31.151894,47.828033,22.528536,41.963531,34.400002,46.989067,13.924027,28.663454,25.506699,22.903633,27.403221,8.699092,49.192741,92.267258,13.766196,66.704643,7.37,25.759567,43.191441,7.192835,23.684927,9.619017,45.673294,21.987179,47.325722,44.063831,66.924309,14.05892,15.88
"32",16.6218,22.222416,36.210381,42.812252,71.53038,82.888,39.765556,71.006065,19.476391,59.902374,32.226471,57.107235,31.50153,76.91568,26.812748,73.34491,47.377773,56.463352,10.325882,9.743709,92.204666,32.389896,16.898659,17.018789,45.111835,37.503326,46.136063,7.841721,46.613174,45.527737,52.474689,19.107847,38.754597,31.560431,22.744028,16.63917,31.537703,26.371325,76.206444,32.075287,24.235514,56.938084,25.223122,38.340286,141.224197,7.115652,50.331661,22.156858,70.483101,42.191494,21.574953,48.566818,55.151836,46.775116,21.608967,28.427914,21.013803,29.421213,34.354321,33.133514,55.659744,61.638798,18.172974,4.560179,42.85194,66.544853,65.9198,16.157373,48.253689,30.291325,21.965767,25.794443,12.658174,31.646427,23.573111,14.557631,41.125351,37.831844,25.114708,17.699322,26.242134,20.267334,30.676989,29.990128,44.171993,18.352459,41.097191,28.200001,50.372276,12.491028,26.310764,24.129999,24.048019,23.954483,7.652718,50.094097,87.682381,13.507595,67.164429,5.91,23.576073,36.993771,5.96855,23.138523,8.330198,43.73151,21.220919,48.714489,46.545372,62.780243,12.650078,12.36
"33",15.1166,21.642624,27.072916,39.319931,70.189308,72.843681,35.289265,54.290733,16.573574,57.006092,32.719517,57.676571,31.048031,74.712257,27.044439,66.427971,44.120022,54.652744,8.953164,8.104646,84.732277,25.974005,15.239472,18.041777,42.815647,34.046238,41.671883,5.874092,41.826199,48.127949,51.109962,14.393044,35.087303,27.94664,21.01862,17.421692,29.459671,27.530535,65.630821,28.827694,21.001562,43.650654,21.972811,36.406208,137.045197,5.711774,49.872589,21.756718,58.424294,33.615181,20.788073,40.755375,43.690788,45.640697,21.639318,28.923065,20.8417,30.021484,29.667904,27.890652,49.288044,60.351017,17.634989,3.752647,34.716629,57.210629,61.946121,15.842463,46.089252,26.85511,18.450476,26.19586,11.27037,29.995075,21.859777,14.310891,37.056805,38.208241,21.830187,16.367025,23.44309,20.0725,25.312223,29.531918,42.454094,16.554104,32.836304,27.790001,46.102352,10.713041,26.938774,22.014442,23.970921,19.20274,6.435528,49.696236,83.648094,13.361054,70.234459,5.04,19.264795,30.866894,5.330346,21.651047,7.769698,42.590267,18.89509,44.252506,44.762058,54.683388,12.023106,9.11
"34",16.0427,23.007528,30.43935,46.922443,78.112991,88.69516,41.106735,66.77951,19.716072,58.030899,33.018253,61.231537,31.207594,78.991493,26.48563,70.876442,49.878204,55.253418,10.612191,9.941586,83.375816,30.239176,18.852114,20.747198,47.800911,37.40266,47.176163,6.555563,44.219685,49.163216,55.055485,17.599787,37.505589,32.320251,22.578459,19.179665,29.737341,31.313946,79.352394,36.85717,23.623169,53.309124,25.63052,40.405869,156.996201,7.780889,52.94091,23.18049,75.943413,45.650692,22.674976,49.264431,56.815823,49.879391,22.581717,29.469336,22.006712,33.295704,33.063164,32.805641,58.777355,63.059502,19.29595,4.921193,41.369408,73.903488,69.870872,16.82757,51.018867,32.066563,19.926125,27.829853,12.946954,31.587465,23.636778,16.764673,43.31905,42.398766,23.153229,18.264284,27.256792,22.617067,31.210503,32.164364,47.643009,18.195679,35.385906,34.599998,50.770111,13.357457,30.777613,25.937489,25.669901,23.162527,8.473445,51.784996,90.976692,16.036268,71.192245,5.59,24.397665,35.393559,6.346078,23.164619,8.262551,44.31715,21.585447,48.262836,50.802864,66.575203,12.546812,10.85
"35",14.9172,23.297949,28.42794,48.821941,82.353447,86.281914,44.988422,68.718323,19.388548,56.314419,34.235123,63.109802,32.203976,81.874229,24.88628,66.844734,50.807503,56.051991,11.146589,9.235724,84.57869,26.942099,20.210772,21.247093,46.272682,39.340523,44.77169,5.231714,44.109985,50.812759,49.32811,18.643764,36.260761,33.219067,22.64459,19.189541,30.409256,31.420424,80.564545,34.732971,22.302795,51.529259,26.833263,39.448425,171.909286,7.764678,49.987682,24.756256,80.813461,47.11219,23.327398,47.377762,58.602901,51.796474,22.327469,30.067011,21.945896,33.164715,33.648968,30.866264,56.578842,65.772087,22.040712,5.804727,41.210495,75.354233,67.932274,16.23086,50.885826,33.467033,18.239103,29.22967,13.319528,33.124104,24.335991,16.578402,40.477432,38.071373,22.813763,17.920046,26.874022,22.577162,27.158981,35.513161,48.086529,16.769865,34.8778,34.07,53.768791,13.886683,29.443949,26.989429,27.223946,25.01235,8.441686,52.620701,91.27198,16.131464,73.153938,5.99,24.61508,35.69083,6.582426,22.418812,8.098267,45.037453,20.381226,50.488132,50.39584,67.215782,12.059987,9.18
"36",14.1994,24.015463,24.541088,49.002258,84.667648,78.838715,40.115036,62.314461,18.808052,57.701469,34.629318,55.274483,35.360565,85.997093,23.991596,68.109886,53.553246,56.79681,10.317587,11.440667,82.939301,28.925566,20.836159,20.684143,44.973183,39.688587,43.960876,5.347119,41.886036,53.615383,47.940166,17.94162,38.896122,35.331486,24.133213,18.28059,29.814056,28.919344,81.109383,32.692856,22.19755,47.233589,25.479128,42.021404,172.176041,8.494137,52.969685,25.083736,76.928635,47.88718,22.477217,46.749752,60.546478,52.881126,23.298229,31.9716,22.936327,33.118465,34.223999,27.487436,53.463383,68.086525,23.298344,5.994735,43.519539,69.410004,69.575157,16.385828,52.143036,33.891304,19.280235,30.579824,14.012321,34.778942,25.009621,16.553608,41.924019,41.796112,25.197275,17.091665,28.146955,22.706755,26.002649,38.066628,51.155693,16.372126,31.310612,30.33,54.715092,14.658165,24.090502,27.496399,27.009134,26.184246,8.756674,58.34528,96.135101,15.646828,71.455872,6.29,25.753067,35.434765,6.943602,22.75185,8.277102,46.95998,19.077406,53.163895,49.78056,64.122673,11.543656,7.96
"37",16.6692,23.326658,28.825138,52.329185,92.501801,93.151863,44.239334,68.572365,20.138725,60.042507,34.389877,56.628483,33.81205,84.899948,26.900843,71.473457,55.810883,57.082615,11.206758,12.125224,89.947121,32.682407,22.308556,22.535055,44.613186,41.272026,46.90329,6.857008,44.708359,51.933807,51.040459,19.979361,38.315445,36.650528,25.578054,25.191423,30.0846,29.944128,88.859985,38.564831,24.025021,52.864021,25.505852,42.620487,175.441299,9.850134,59.702717,25.30183,81.91217,50.716793,25.100637,52.189423,62.857277,54.296955,22.991533,30.401592,23.378405,34.357841,37.62627,30.350212,52.992756,69.281616,24.760077,7.077777,47.537884,73.442612,71.8946,15.064522,51.759632,38.105236,23.188509,32.280544,14.038063,35.291561,25.912291,16.937332,47.596462,41.51865,23.853069,21.791451,28.317963,24.502182,30.361134,40.194519,52.562904,19.026815,38.074799,36,57.204288,16.763857,26.554018,29.020863,25.794415,28.080746,9.296654,61.72551,95.505585,17.062162,70.555382,7.6,27.02459,45.6497,7.015837,25.880671,9.263391,47.988506,20.76482,57.32827,53.57785,75.400284,12.679583,8.19
"38",17.5861,24.386375,28.938959,54.047401,98.21521,108.344948,43.65633,71.048508,18.867931,59.12429,33.077484,54.740253,33.808052,85.694801,28.185762,69.477188,54.848324,56.861645,10.137349,12.698542,91.016541,34.382248,23.129065,23.110622,50.062511,44.16201,49.475769,7.674296,43.990311,51.583157,52.156193,23.040264,39.253456,39.561844,27.512457,27.198433,30.099802,33.259865,87.403099,40.311176,27.95743,56.849503,27.953571,42.262596,191.695679,9.695078,70.945374,25.438915,85.68882,48.229713,26.520029,56.768005,68.786537,52.279404,23.914009,30.764862,23.010241,38.39994,38.508663,30.706659,61.106388,75.248657,26.190495,8.379328,48.226524,82.118576,73.699516,16.06942,53.776684,37.283001,26.108829,34.783421,13.986578,34.87981,25.318485,20.845947,49.983913,45.310654,26.796267,23.060556,27.968359,25.428171,32.941181,43.073967,53.098171,21.284086,38.449066,37.849998,56.787846,16.682171,27.532969,30.781044,26.144972,30.473036,10.547607,62.130253,98.023628,17.261871,74.015793,8.55,28.372025,49.106087,7.341132,28.000687,8.688146,51.657833,20.964918,59.962486,54.906857,71.108757,13.159031,9.64
"39",17.9413,26.402416,28.512131,55.390194,103.47113,107.86869,45.279015,64.017807,19.325933,60.121208,34.061775,47.522522,34.695469,84.67627,29.155727,71.205429,55.34964,57.630516,9.592175,13.299898,95.974709,40.287861,24.058609,24.176741,51.457798,47.373108,54.124939,9.214933,49.161488,51.805073,53.883842,24.450136,40.720287,41.248329,30.106882,27.536543,30.399349,33.409992,89.446014,41.029613,29.497864,56.585613,28.365705,43.256599,198.229187,10.911043,78.414749,26.092884,78.604927,47.840107,27.517393,56.619423,69.303314,54.517849,24.414333,30.861732,23.019007,39.613094,41.198891,31.9238,55.575287,76.482796,28.959045,8.407829,47.412956,77.309052,75.503838,16.259052,54.918575,37.097733,26.747046,37.728748,14.312826,35.85886,25.697144,23.326757,51.588707,47.085224,26.711843,23.512724,29.393669,25.636211,36.13446,45.835487,57.531937,22.405767,40.658154,42.32,58.610775,16.235491,27.448252,31.677023,26.897816,28.503843,10.322996,62.093708,103.615166,18.364616,78.092422,8.1,32.285477,47.129608,7.703657,28.459425,7.972196,54.773827,22.265562,64.434334,57.109207,73.295876,13.79338,10.95
"40",18.0506,26.962769,27.68693,55.03635,114.525696,104.085556,45.591404,67.87188,20.017429,61.829929,33.838295,44.167122,35.660427,84.115211,27.024405,71.939026,57.140232,56.879116,9.966525,11.989862,96.395943,37.905762,26.573009,24.417475,51.166374,41.74292,56.518093,7.809102,46.146915,52.840683,55.364269,23.045624,37.417671,40.617077,29.471937,26.359089,31.824461,34.799217,85.827713,37.630192,32.559593,54.427368,27.622068,43.593628,191.778748,10.818021,76.378357,27.019077,75.294983,44.143375,27.468342,58.077393,65.881378,52.477886,26.091331,33.027512,22.845249,41.01606,40.122795,32.259449,49.15514,77.061569,29.171137,9.348366,47.20203,80.180138,70.31398,16.663055,56.896645,33.867336,26.758945,39.628963,12.774654,35.169147,25.096548,25.553577,51.823532,47.203526,28.351967,22.540136,30.189543,26.447094,32.664368,47.183857,59.540081,22.507738,35.528858,39.369999,60.481533,16.591013,27.73045,31.045361,27.07119,26.38179,10.68489,64.962242,104.573227,17.571335,75.839096,6.59,31.78087,49.208454,7.286753,28.247702,8.010896,52.181042,21.687943,66.112587,55.169628,70.264717,12.200134,10.63
"41",17.2066,26.845459,24.409245,50.829735,123.845741,87.45961,40.917439,58.140347,18.883879,60.683304,33.307533,43.712933,35.700336,77.718704,24.68824,67.060562,55.570156,55.077301,9.129272,11.330507,94.671806,29.2363,23.839966,22.377508,51.418171,38.757221,52.406666,7.086825,43.831085,54.82909,51.842514,19.231047,34.882877,43.066723,28.447367,23.380829,27.894907,32.279388,86.70311,33.086452,27.919159,44.329895,28.714859,40.873928,179.413879,10.399418,75.560928,27.278784,65.431183,39.4133,25.70507,56.51157,59.658844,59.031284,27.090269,34.058086,22.252439,36.6091,38.498363,31.100426,41.198303,71.326378,24.768122,8.892347,42.840427,75.103203,65.008972,16.84853,53.319817,30.887423,25.789419,40.453671,13.269999,33.917053,24.236841,23.760344,50.712643,40.24334,25.80756,21.426598,28.862825,25.659798,26.216623,45.216984,55.14101,21.293869,35.253582,32.02,60.025715,16.86236,24.966837,29.738798,26.674906,22.544842,9.40017,63.834373,96.022987,14.23313,74.545471,5.84,30.390812,42.452209,6.842479,25.920074,8.736521,51.8279,18.225548,63.958225,53.51368,71.205513,10.94619,8.49
