"","GSPC","ABT","AA","HON","SHW","CMI","EMR","SLB","CSX","CLX","GIS","NEM","LLY","MCD","BAX","BDX","GPC","JNJ","HPQ","TGNA","BCR","JPM","WMB","INTC","TGT","AET","AXP","BAC","CI","DUK","IFF","LNC","TAP","DIS","WFC","TXT","WBA","VFC","FDX","PCAR","AIG","FLR","ADM","ADP","GWW","MAS","AAPL","BF-B","OXY","R","MAT","SNA","SWK","WMT","T","VZ","CAG","LB","BLL","HAS","HES","LMT","LOW","PHM","DOV","PH","APD","CNP","NOC","NUE","PKI","TJX","HRB","MDT","SYY","GPS","ITW","JWN","AVY","CA","MMC","NKE","C","HD","PNC","STI","STJ","ADSK","ECL","NWL","ORCL","TMK","AEE","MRO","IPG","AMGN","PX","CSCO","COST","MU","CBS","EMN","KEY","MSFT","LUV","UNH","UNM","YUM","INTU","MON","SYMC","ETFC"
"42",16.2957,28.009827,24.980221,50.994114,126.434631,87.423531,40.751217,59.666248,20.212711,63.91151,33.53376,45.276882,37.409069,77.014069,26.096214,68.973694,53.585377,59.603115,8.142965,12.986307,104.656227,31.511702,22.737482,23.07897,51.666782,36.747799,54.640728,7.887106,43.920921,57.523148,50.67128,20.347509,37.749714,45.695389,29.681122,24.627844,27.035757,30.702488,89.250557,34.513126,30.703421,46.656078,26.589169,43.96014,177.181061,11.384367,76.380974,30.430626,71.270508,32.845936,26.786779,58.136597,58.332451,62.529037,28.271555,36.348255,22.942575,35.30698,39.538597,29.739452,41.057812,75.01329,26.362478,10.165398,40.606003,70.637802,66.954025,17.214985,57.893978,33.066502,25.013796,40.901463,14.06573,35.657097,25.886786,24.648317,48.102047,42.214306,24.473347,23.339224,29.088457,20.821011,27.106665,48.561981,54.862701,22.510927,36.846474,34.990002,65.272964,16.624088,28.013414,32.21809,28.027557,23.142176,9.873529,66.947128,98.796112,14.965269,81.974998,6.31,31.307663,46.179585,7.061438,27.163244,8.930325,54.565872,17.476425,58.558678,56.48296,76.352234,10.776538,8.04
"43",17.8698,29.034725,24.180853,53.012325,128.345245,86.512398,41.792305,65.503258,20.737013,64.701286,33.960037,41.506142,38.385487,77.736107,28.727928,69.859505,56.947247,61.067612,7.385762,12.439701,94.917946,32.014557,25.08066,22.256268,53.851013,34.337116,54.355488,7.077183,40.207607,56.359612,51.540462,18.724669,38.393845,46.298378,30.009533,25.796352,33.232594,34.349056,87.974304,35.235268,29.918852,46.883026,23.499708,44.663052,189.772003,9.926657,79.880898,29.396891,72.317505,35.974552,29.041031,63.301178,60.625504,66.753242,30.43771,37.336666,22.067877,39.474419,40.029823,31.767036,44.563553,76.899818,23.663548,10.73542,41.257393,73.7985,66.705208,17.539795,60.081223,34.200706,24.842363,42.187672,14.197762,36.534855,25.754786,26.567211,49.420784,45.994816,27.561607,20.737362,30.185507,22.142189,26.829762,47.819664,53.412197,21.972076,34.492214,33.919998,62.339348,16.175035,28.543976,31.802227,28.587439,23.95672,8.981727,75.844643,94.280182,13.967,82.993217,6.21,31.957121,47.930687,7.280397,26.168709,8.901266,47.654194,17.379164,59.208096,55.355785,79.256538,11.617418,7.63
"44",19.012,28.697567,24.524658,53.720314,137.063187,88.030495,44.718407,66.779678,20.4291,64.736885,34.512875,47.302254,39.597694,78.46183,28.811398,70.108643,56.173485,60.028988,6.835069,13.453568,95.747475,33.028347,25.708635,21.691208,57.233257,36.574837,54.911194,7.703909,45.687744,54.476147,55.960327,21.685127,40.702435,46.609295,30.401751,26.459829,32.937855,35.126682,85.373062,35.319069,32.846634,48.848309,24.257896,45.871449,191.561157,11.684244,87.37986,30.21068,70.638992,36.770672,29.270788,65.158028,59.619461,65.464127,29.410278,35.516975,22.443274,41.377224,40.714577,33.265816,47.748013,79.374207,26.56436,12.996509,44.054169,73.856476,68.488335,17.149319,61.199986,32.848385,26.543896,43.73748,14.576251,37.684101,26.552229,32.269836,53.922676,49.359329,28.201094,22.646456,31.058077,23.177891,29.392185,52.275291,56.177704,23.431498,34.861507,31.049999,60.986835,16.526838,29.914463,32.716335,27.342327,25.334873,9.682429,77.395523,95.861206,16.707861,84.694626,6.21,34.707764,50.662773,7.737334,27.548779,8.668626,50.648319,17.949575,58.185379,55.85191,80.635796,13.151655,8.57
"45",18.8089,30.019917,25.384167,54.915119,142.648026,83.588631,42.558308,66.733551,18.873724,64.113991,34.969185,52.649956,41.801975,80.443329,29.819901,72.917755,54.716084,61.34655,6.960703,15.850859,102.12999,35.998589,27.859653,19.795521,56.679592,37.707977,53.554897,8.524487,47.085224,54.484558,55.403801,22.591009,41.168491,49.256802,30.84844,25.934332,33.56419,36.838844,82.575333,35.416416,31.373175,53.382187,24.647837,46.642654,193.802658,12.418635,87.624176,30.863897,71.981781,35.897591,29.545671,67.457611,69.626305,66.546188,30.261122,37.692329,24.659891,41.939137,40.849751,33.851139,50.855221,81.325035,28.205976,14.725576,45.334412,77.180847,69.119667,17.914688,60.779118,33.70092,28.653795,42.782303,15.441064,39.964054,27.40225,32.233799,54.432564,47.097488,28.733871,22.420252,30.839937,22.594635,32.369987,55.609856,57.027237,26.317379,39.109222,33.349998,61.920582,17.59606,29.734882,32.825005,27.634289,26.928549,10.176617,77.736755,94.889923,16.725374,86.676346,5.98,34.815704,52.508648,8.021861,26.601288,8.503787,51.893013,17.68277,60.577808,56.176296,84.255196,13.262297,8.8
"46",18.9237,28.889431,24.638758,56.284554,136.584213,84.830544,42.699375,64.150192,18.619041,64.890259,35.46125,51.296585,42.877666,76.103333,30.98756,70.244598,56.105728,63.046906,5.650982,15.091804,94.057022,37.339489,27.875587,18.895723,56.929634,41.776302,52.901665,8.997534,50.908344,55.241405,60.09053,23.226761,39.423058,46.279533,30.098001,24.982975,32.44968,36.17308,89.767242,38.381058,33.420708,52.974327,24.339512,45.950886,187.329254,12.515632,78.195808,30.301014,66.043243,41.466953,30.636869,72.582397,63.280037,67.646263,28.087114,37.329891,25.105833,40.772743,41.351803,32.237068,49.47308,81.577599,30.350815,16.473644,44.366608,72.637543,64.798645,18.225882,62.84687,35.348091,30.142975,39.76395,15.770735,38.767372,27.460508,32.28854,56.13501,48.454594,29.239559,19.584007,31.137033,21.754269,36.990032,56.540218,52.924759,25.321283,35.516701,31.85,66.497032,19.024759,29.433336,32.434528,27.811922,27.374777,9.243151,79.765709,97.01828,15.129052,85.179237,5.43,31.049513,54.562576,7.728155,25.510778,8.552268,52.445564,18.777475,64.346764,56.859318,80.002991,13.417196,8.36
"47",18.213,28.6689,24.178759,56.759506,146.481934,89.435303,44.653202,66.336403,18.09988,68.525185,36.266384,44.257164,43.682323,76.999023,32.788528,71.16349,58.356049,62.6255,5.30009,15.98481,96.814491,36.801975,26.162739,17.272301,56.702576,41.298203,52.835503,9.51885,52.17606,54.339211,60.471786,23.142435,38.191589,46.788307,29.680763,23.278465,31.488997,37.104683,87.508926,39.068092,31.698484,50.498348,24.38147,45.115993,181.169586,14.066607,77.228172,33.195835,62.906685,43.565948,31.509872,74.945389,65.663315,64.941139,27.713594,36.895046,26.927448,44.630451,43.244263,34.449501,46.964401,82.265022,33.828316,15.970124,48.730888,76.249069,69.320259,16.764717,61.54628,36.272972,30.844652,42.468784,16.064766,39.26152,27.973129,31.14958,56.354679,46.398453,30.205784,19.50131,32.225872,23.206459,34.209347,60.209259,51.051476,25.32198,31.822075,33.130001,68.86647,20.245371,30.475058,33.3321,25.350466,28.249828,9.958976,82.242325,97.93174,16.805092,90.189354,5.97,34.480289,56.045452,7.460821,23.990091,9.240716,50.937756,18.879326,61.565842,57.318554,85.133888,13.837636,8.42
"48",18.2472,28.889431,24.955009,58.740028,147.730469,98.719589,47.080105,64.187553,18.072399,65.715965,35.762066,43.983265,43.931732,78.03405,33.210636,73.041519,57.442154,62.957794,5.869773,16.267479,95.572647,39.391014,26.348686,18.19902,53.145752,44.281544,54.328884,11.219623,53.363922,54.322182,62.191257,24.266764,39.416744,47.631165,30.732765,24.587063,34.367672,35.096542,89.64949,40.197281,33.774719,55.88306,25.011551,45.608955,188.966537,13.817788,70.220261,30.026981,64.54557,46.213043,30.762239,74.520844,68.020439,61.865074,27.372553,36.184238,26.602804,40.274384,43.302322,32.4659,50.232315,81.374474,33.294037,17.252676,50.355515,78.950035,70.756912,16.356859,62.358292,38.338715,30.932364,40.658546,16.736418,38.479939,27.981968,28.172873,56.002022,45.892353,31.789808,19.342905,31.539631,24.674276,39.147289,57.229794,53.024788,26.441183,33.763947,35.349998,68.918762,20.672373,31.731272,33.126942,26.339121,28.075842,10.143062,79.834328,100.500778,17.462721,91.746704,6.34,36.587162,62.973778,7.774766,24.071199,9.939693,50.999756,19.277468,60.941738,56.907154,87.978195,13.881892,8.95
"49",20.184,31.273834,25.41501,63.154549,155.721085,104.623627,50.893806,72.292046,20.179169,70.964668,37.403614,40.687363,47.824303,84.297302,33.798519,78.506317,61.462559,66.388588,6.800699,17.73074,100.003326,42.439823,28.207739,18.56971,54.259502,46.318127,55.78006,10.939373,58.235153,58.528316,65.827026,27.270254,41.618336,51.543827,31.540775,28.524563,37.107056,34.308456,99.159843,41.842163,36.195404,61.676865,26.052559,47.499641,203.39325,15.321629,60.102276,30.715345,74.369377,52.553104,31.61068,76.435989,70.650406,63.424614,28.613346,36.893719,29.707117,41.095959,43.079762,33.79528,63.700954,76.59552,35.952179,19.703772,53.014679,86.291855,73.628624,17.36801,60.014549,40.870346,34.413826,43.273335,20.521713,43.714409,28.329737,29.661386,57.862309,47.376347,35.058006,21.842171,32.677711,25.845827,41.730114,61.921062,56.568546,26.459837,38.024147,38.880001,69.398033,21.795567,33.816849,35.821075,27.813837,30.777203,11.146322,79.148972,101.345558,18.280313,95.101357,7.56,40.11607,65.842529,8.679667,24.738092,10.881247,51.911804,21.70487,59.910336,59.845047,94.580643,16.057854,10.6
"50",20.6514,31.190758,24.577484,65.256256,155.681412,106.017136,50.763218,72.384583,21.145948,76.032928,41.247433,38.158611,49.135845,85.521317,33.678947,82.261612,64.172943,68.902237,8.295946,18.128168,96.848526,44.126591,27.934113,18.626554,56.874416,45.319351,58.947979,10.86216,58.354935,59.618793,68.210373,27.797216,41.017853,52.223042,31.767166,28.613827,38.267948,37.488697,103.049995,42.3657,36.367622,59.04044,29.270508,49.158009,212.240326,16.046469,58.582531,31.152103,69.364799,52.297356,34.533352,76.103706,72.369987,64.177185,29.5345,39.364014,30.997549,39.220009,43.101219,36.191792,63.074944,78.627632,35.914528,18.221714,56.487171,88.096596,72.710686,18.390064,61.114616,40.017586,33.368908,43.18158,22.40535,42.175961,28.677504,29.879215,56.637463,46.509968,37.188251,21.786797,34.2066,26.142912,41.542049,63.383038,57.108601,25.779379,38.30442,36.720001,73.375961,21.80884,32.607407,36.129711,28.971319,30.824755,11.763005,85.251015,103.806427,18.538034,94.376846,8.38,41.721867,64.528458,8.670435,25.260939,11.356876,50.256947,22.784992,60.408512,61.850113,94.282013,17.289669,10.71
"51",20.9976,32.603065,24.577484,70.143494,162.714493,105.962227,50.020123,69.632393,22.703777,80.123734,43.976452,40.108261,51.050583,88.901146,36.423271,89.812935,70.99398,73.808952,9.882149,19.945337,98.739449,42.80965,30.453524,19.48295,61.833763,49.103172,63.984402,11.781043,62.300186,62.494267,71.982727,30.686094,45.397049,54.337219,33.496792,29.585264,44.56805,39.205101,96.107742,45.142464,37.142624,63.265789,30.988518,52.462399,210.853256,16.871288,58.74976,34.023602,66.54496,55.600834,37.092632,78.407578,74.92498,68.287117,30.176016,41.580517,32.542427,38.479034,46.177799,39.736813,68.018394,86.240211,35.698002,19.228752,56.125225,85.392525,73.964874,20.561172,65.273911,41.325207,32.851334,44.890793,26.704561,44.052116,31.361561,32.130146,56.471008,47.639156,39.46994,22.382357,34.971046,28.327087,43.788906,64.92244,60.870686,26.919315,38.00922,41.25,77.087059,24.387777,30.788477,38.450916,30.384537,31.027187,12.063576,95.456924,102.96711,18.57358,98.867882,9.98,45.015549,64.92424,9.245988,25.996962,13.095551,54.001125,26.304701,66.368179,62.991756,98.574768,18.204309,10.71
"52",21.0461,34.209076,24.519791,68.458557,176.41452,97.343246,49.697815,69.204681,22.666906,78.622253,45.272911,31.021908,49.783081,91.085999,35.034336,88.582367,69.473976,77.158554,8.539105,18.385824,97.545105,44.484188,30.998209,21.365231,63.739815,55.366253,65.077881,11.906785,66.095932,64.741272,72.47094,32.125763,47.874264,60.115334,34.393299,25.555874,46.278606,41.652061,92.007019,44.446037,39.63028,54.347725,31.181448,54.325962,230.993881,16.25853,58.765682,33.594734,75.791794,54.037498,38.694302,81.725914,69.224869,70.924431,31.178335,46.086342,32.370667,43.433231,42.819763,43.204304,68.559807,88.536499,36.321152,19.94128,53.121811,82.585892,73.829025,21.179037,70.475349,39.059704,29.992075,46.83046,25.179623,44.031338,31.335386,34.622612,59.825539,48.812241,37.985352,23.973476,35.224564,30.530466,46.184227,68.243919,62.542702,27.330441,38.74234,39.380001,81.355789,24.612032,31.217018,40.024628,31.451725,30.061035,12.813499,97.039955,105.514977,18.741642,101.029533,9.42,44.138184,61.932171,9.255271,30.076874,13.309278,56.568562,26.0937,63.160839,57.367683,100.046028,17.924017,10.29
"53",21.6319,33.977432,24.603003,73.415367,182.106812,109.919914,51.803635,67.902969,23.377016,75.732605,42.273876,32.821941,48.207161,86.793526,35.264988,92.640434,70.757332,76.780853,10.12257,19.607897,101.20697,49.548904,28.599974,21.863653,63.108036,58.200111,72.022308,13.212564,67.823997,58.239563,75.381416,33.684349,46.126907,60.344929,37.009735,26.75675,44.894218,42.970192,94.287376,48.038307,42.538925,60.442455,29.776884,55.439278,242.166824,17.579952,60.083164,32.794178,78.177788,58.955776,38.221149,86.716743,73.305626,68.705879,29.122532,41.444366,30.833128,43.088589,42.012352,40.568447,64.029053,95.582985,39.809574,20.511303,60.52821,93.471466,80.154076,20.064299,77.24585,39.856659,30.647694,48.736805,26.568405,48.115646,30.382559,36.955696,64.987068,50.990871,39.863998,24.50568,37.087273,29.698296,51.471104,73.18428,66.007057,30.077065,40.631519,37.73,81.211571,25.404379,32.169338,41.598019,29.534256,31.80056,13.165315,94.026596,105.542671,21.608433,102.432701,11.68,47.724773,66.643288,10.058956,31.934851,13.765874,59.117123,26.6457,62.817772,56.213402,94.257935,16.515173,11.62
"54",21.0198,32.318867,22.634762,74.238785,170.583267,99.656555,49.171082,66.915955,21.503889,75.787292,43.575851,28.97341,44.54356,88.977516,34.979103,93.307228,71.557968,78.313187,10.340522,22.524189,106.69487,47.915127,26.66927,21.818628,62.526901,61.246025,71.118584,12.448086,72.408859,58.735554,70.886696,34.449474,44.679897,60.411892,37.666878,25.873028,41.547836,45.333122,96.628326,48.092083,42.768555,56.713215,31.329014,55.90929,237.218872,16.300344,52.975731,32.308712,76.289177,56.851551,38.699448,85.088844,71.974152,68.384567,29.463778,43.034435,31.967979,42.680294,40.435429,40.887672,63.249847,97.958336,38.665676,18.022205,60.071827,89.386299,78.321388,20.33263,77.630257,39.119755,31.802364,48.207165,25.36466,48.549549,30.70616,38.031101,64.458633,51.961792,39.448845,25.671764,36.994598,30.671221,47.491226,72.434341,67.186417,29.589684,43.125313,33.939999,82.126648,24.662165,29.245718,42.004261,30.227657,31.976255,13.542417,92.277573,106.858467,21.805525,103.310997,14.33,47.234913,65.336769,10.301566,31.605436,12.557828,62.07959,27.47838,64.292015,58.714344,92.534622,16.693546,12.66
"55",21.06,34.077705,23.011044,77.644753,168.236053,111.353294,55.328732,75.945778,23.0061,78.980911,47.056324,29.021778,48.161819,88.150658,36.882835,97.923965,75.150993,85.281654,10.707444,23.721306,112.717453,50.952503,28.065563,21.0172,64.69709,62.04945,70.390839,14.132353,77.742882,61.781101,76.09285,39.482929,46.733719,61.846855,39.702183,27.193993,47.23481,46.258289,103.901421,50.431263,43.543552,59.820919,33.694168,58.531815,246.587997,17.225742,60.457233,34.681046,76.135284,57.833523,35.897984,90.296227,78.789818,71.551796,29.728952,42.728188,33.366478,48.330559,43.59901,42.313751,70.831459,108.489357,42.3167,15.799117,66.244553,96.769569,92.921646,21.48386,86.312088,42.244278,33.428333,50.11388,28.728334,52.387451,31.275936,41.976898,67.133148,53.08876,41.266296,26.676388,39.040977,30.30517,51.619602,73.892944,70.486107,32.6077,49.514244,35.389999,88.826729,25.385588,30.925255,45.95322,31.430096,33.622227,15.310843,101.284592,111.507301,23.086609,109.711288,13.24,51.072086,75.061218,11.458626,29.13483,13.473604,69.066856,29.738722,67.923096,61.652172,92.875046,19.812449,14.9
"56",19.4774,31.007641,22.372276,74.828094,167.001358,113.774391,54.787094,75.87262,22.959455,76.003265,44.631111,30.734064,47.037563,85.492409,35.125546,91.938248,70.586388,79.408661,9.314809,22.183474,112.983025,46.198277,29.765764,19.986212,57.85006,61.295227,68.616051,13.667727,78.601921,57.717949,74.517799,39.833511,45.844589,58.192486,37.750683,26.756983,45.47583,43.959465,105.234497,48.218292,44.452507,60.804104,32.699913,57.77673,233.506973,15.882605,65.521545,32.040867,75.417099,52.304283,34.892216,89.459465,79.385719,67.405174,28.515182,40.914745,31.164164,49.955517,43.365475,41.92741,71.202454,111.607597,43.493744,14.665165,66.078835,94.05764,87.362091,20.020363,87.080452,41.079357,35.271847,50.909584,25.510906,49.077671,29.019285,36.983566,66.601974,48.569916,39.712929,26.45536,38.444221,30.357607,47.856812,69.648048,66.982643,30.104258,47.642929,36.75,88.06514,23.911961,30.456839,44.537384,29.674715,32.015099,14.70185,102.338486,108.936989,21.029655,104.797508,13.57,49.390301,70.926926,10.93814,30.777653,12.515419,68.014503,27.755514,65.221817,61.276009,92.038254,19.128056,14.04
"57",17.939,30.877394,23.592583,78.091309,176.475098,122.704567,58.71666,82.828079,24.013666,75.102631,43.364208,27.39934,46.05838,87.168549,33.406719,94.906601,74.663673,79.66597,8.808889,24.873001,113.307594,47.258835,30.169436,20.840946,58.462276,61.904408,72.060677,13.367358,76.773972,58.756168,77.98938,39.786137,47.103695,61.69379,37.97123,27.441034,50.896603,46.950974,112.004929,50.062115,46.623528,68.022369,34.213715,59.116001,247.063293,17.863731,64.113525,32.710632,80.548546,56.151154,36.081139,95.098473,84.821762,68.31031,28.506752,40.301628,27.957443,53.212727,43.81456,43.362396,73.807365,116.284508,45.192867,15.76763,69.792618,102.310623,91.744499,20.928392,89.90229,44.593342,37.017296,54.453556,24.549936,50.500214,28.847092,36.837238,71.463615,48.97953,40.418774,26.835232,40.607468,35.103096,48.035046,71.292908,67.149475,30.480324,50.937038,41.169998,95.43734,25.991262,31.709141,46.774269,30.952215,32.43354,16.067289,105.137901,112.117081,21.137917,107.888878,17.469999,53.433338,72.981705,10.685072,30.667072,14.225176,68.146927,28.610832,66.49794,63.957378,98.13089,18.485722,16.5
"58",17.6404,34.1474,26.933895,81.561409,182.112854,117.302132,60.776737,87.852509,24.312204,83.556038,45.990704,26.580284,45.591663,87.449417,33.498257,99.755356,72.762245,85.1063,10.227377,25.690031,134.216324,47.468849,29.630102,22.250347,59.202423,60.814148,78.290169,13.532029,76.893837,63.111416,78.321045,43.148754,50.740067,65.616013,39.230198,28.613813,56.04303,50.713184,128.583344,50.008148,49.518921,71.147415,37.98428,61.280373,253.916992,17.806658,70.2929,35.039223,82.735786,61.916759,38.234978,99.466309,74.070358,70.887184,30.922108,44.112022,29.541365,54.527805,47.729359,47.869698,77.491058,121.563118,47.431831,16.866585,71.315414,109.839005,93.845055,21.478453,101.463318,47.095009,37.373363,58.702461,26.189054,54.722198,29.568918,33.999809,73.824814,52.700932,43.762238,28.725546,42.957363,36.610832,48.312088,73.210342,68.576225,31.627333,54.498074,39.900002,102.433762,28.004404,32.14064,47.215275,32.142685,32.786884,15.7119,109.10218,116.314133,20.50178,110.53997,17.68,57.28875,73.815514,11.753579,32.629837,16.824005,64.958939,29.972185,63.313145,69.07457,99.014038,16.999395,16.91
"59",17.2912,35.679596,28.007675,83.659851,177.780273,122.8125,61.191757,82.884323,25.581097,86.316841,45.999825,24.210876,46.412006,88.95327,34.810314,103.038467,76.463577,87.597496,11.477995,25.12368,136.837204,52.700184,29.22353,21.880424,58.794548,66.856766,82.118538,15.324029,87.352112,62.230885,83.722496,48.77396,49.788437,67.481468,40.739101,33.026642,56.297871,55.331623,136.141296,51.728279,47.697315,74.74041,37.554054,65.355934,244.330261,18.893766,75.21711,36.018665,81.771332,66.02858,40.179726,101.879967,76.224388,74.82177,30.076447,43.334759,30.637213,56.865437,48.919991,49.880871,77.424255,130.369415,45.240326,17.927317,70.788513,111.32505,93.690102,20.628405,106.925056,46.449123,37.373363,60.863747,25.682585,54.645931,30.748384,37.658073,74.565033,54.477207,45.415398,30.076664,44.504955,38.244205,52.412373,75.823318,71.765808,34.155796,55.47617,45.25,103.564392,28.827707,33.858006,49.250088,31.849508,33.686432,16.343977,107.613937,117.759781,19.311295,117.798462,21.1,56.72691,72.166626,12.00178,35.402756,18.1625,70.878136,31.70026,72.732399,71.802338,106.991432,16.906199,17.92
"60",16.9599,35.810394,30.980394,86.363129,178.236801,130.801437,64.105652,84.768593,26.988197,85.937004,45.525505,22.645819,47.132858,88.642654,35.628937,105.378082,77.287857,84.756538,11.804179,27.674696,131.969864,53.860657,32.34964,23.826166,58.187565,66.526985,86.837006,15.091578,87.382088,61.385841,81.848892,49.049519,53.078049,73.989708,42.016247,36.557716,54.624149,59.084114,141.269333,54.251133,49.042332,77.122581,40.493069,66.398949,241.961975,19.188719,75.886673,36.423534,82.456711,69.753563,41.317299,105.114403,76.045174,73.102066,30.033737,42.915558,31.296576,54.117973,50.564362,50.983772,79.461716,136.801849,47.212681,19.519749,75.313232,121.527962,96.835838,20.408298,108.756485,48.896839,40.507458,61.686493,26.93062,54.981007,33.26992,35.92086,79.178719,54.118172,46.89156,30.669085,45.358475,38.121651,51.610146,77.773224,72.353371,34.702591,59.063644,50.32,101.032127,30.784382,36.707489,50.753559,32.481464,32.994755,16.625771,107.613937,121.864494,20.38364,111.778465,21.75,61.870815,75.96154,12.632461,34.734253,18.446636,71.931656,33.12616,70.794243,73.823982,110.031342,17.725574,19.639999
"61",17.7838,34.441658,33.545094,86.230804,178.003677,117.82058,60.232643,82.379158,25.243391,82.436157,44.137997,21.239674,49.914619,86.029877,34.98859,103.117737,76.414543,81.869324,12.234497,25.756742,127.881302,51.320583,33.959995,22.522888,52.090149,66.48539,81.581978,16.235321,86.213387,62.81797,82.515251,45.78046,49.760078,70.319275,41.960716,35.304653,54.538563,55.397282,131.001099,51.344658,46.073853,72.963394,36.835629,62.94751,222.12529,17.890667,67.713928,37.11277,75.927811,67.304909,32.859322,96.12133,72.944557,69.376823,28.841608,42.393173,29.749613,45.814346,50.104328,45.883045,72.271866,138.872375,44.271862,19.471834,67.527588,107.102188,91.083557,20.601992,109.648476,44.289284,42.906178,55.520748,28.191832,54.185848,32.329887,35.179733,74.272423,50.308884,46.032021,29.247278,43.105347,35.31488,46.98481,72.587715,74.916893,34.90057,57.900486,51.25,97.417953,29.350121,35.515305,48.805244,33.990559,30.648672,15.329524,112.207901,116.887947,20.063143,105.523682,23.040001,56.998028,73.382431,12.011192,35.133499,20.512583,69.046745,30.543638,63.19236,71.029518,100.97406,16.094341,20.02
"62",18.074,37.372864,34.305298,89.695396,195.27066,135.988327,60.008785,87.876724,26.137403,81.511589,45.985504,22.871983,55.589703,87.665695,35.603325,109.889244,81.84021,85.860428,12.60575,27.833746,142.259201,52.674053,34.639359,22.941504,57.954483,70.747147,87.588837,16.022081,79.500908,63.746609,89.283638,47.782108,54.070293,78.260574,43.250038,39.481541,64.931572,55.529968,131.010925,60.571316,47.812672,74.826195,38.104866,63.917202,242.56015,19.7423,71.608215,40.390266,83.687935,71.549469,32.738529,108.096451,78.259903,69.395401,27.638433,42.004734,26.577192,50.509991,54.510612,51.525017,76.618324,150.599228,47.848804,20.113869,73.565758,114.372711,105.10041,21.034588,115.441742,46.020554,44.598808,59.635197,29.341763,56.772511,33.196194,40.417889,77.690819,53.837948,46.545876,30.765514,45.415741,38.073353,48.17355,77.480415,76.698845,35.618275,64.183449,52.48,104.404068,30.644991,37.642372,50.337914,36.299114,31.492151,16.737488,117.586769,122.183144,19.962414,109.990059,24.190001,65.112869,82.296379,12.449763,35.836609,21.971472,73.813522,32.990921,69.713928,75.780983,104.262466,16.265747,22.469999
